,ec,eigenvector_centrality,closeness_centrality,betweenness_centrality,load_centrality,harmonic_centrality,clustering_coefficient,class
0,eco:b2388,6.222051071017055e-05,0.12607434853050795,0.001524021213680377,0.0016371887945936293,0.15849561362346995,0.5054945054945055,2
1,eco:b3885,1.8634630086803955e-05,0.11637171458184178,0.0005448196004014269,0.0006049983098600877,0.14309269242140674,0.5277777777777778,2
2,eco:b3879,3.282711291996861e-05,0.12070089144852277,0.002898932140592492,0.003017386297299218,0.145710016316654,0.3333333333333333,2
3,eco:b3721,3.524525807964064e-05,0.11737539971000333,0.0026174172736930282,0.0025796584000768934,0.1468791580413869,0.4696969696969697,2
4,eco:b4025,0.0002689649961870627,0.1322334462589889,0.0055863573874454855,0.0051916367449757654,0.1684878883056247,0.4411764705882353,2
5,eco:b1780,2.4611441292904158e-05,0.1170109668950451,0.0,0.0,0.1420732095466464,1.0,2
6,eco:b2417,5.9840775334529106e-05,0.12587998930872402,0.0008469295087730867,0.0009395544258678788,0.15686340470072796,0.6666666666666666,2
7,eco:b0688,0.0001759825773943785,0.13489122202355558,0.02818449997585537,0.02693089936884955,0.17204995011034152,0.28654970760233917,2
8,eco:b4232,0.0012066177935951268,0.1439685331735392,0.009110459721314341,0.008296579893913062,0.17714453361896204,0.7272727272727273,2
9,eco:b3916,0.002041532762943197,0.14418037621823246,0.022262275404610583,0.01822106314458743,0.17913945563564682,0.47619047619047616,2
10,eco:b2925,0.02324030133308498,0.1628739755284421,0.03841942526433304,0.03330818994472487,0.20184133059541112,0.34558823529411764,1
11,eco:b3919,0.023029340958534022,0.15768423507871063,0.006533432750561933,0.005706131229958545,0.19215127757021108,0.5384615384615384,2
12,eco:b1779,0.021099890355899775,0.15548236064409834,0.0018902466469063717,0.0018997597189860083,0.18592038477783845,0.75,1
13,eco:b2926,0.000939287836697901,0.1299190979553312,0.0005907610564656195,0.0006447326244107144,0.1487160705332633,0.5,1
14,eco:b0755,0.0008964289368469261,0.13411577289612753,0.0004926807612845483,0.000504985299820642,0.15500784730926184,0.6,2
15,eco:b2779,0.017740363901801955,0.1591181936958603,0.004256237826365272,0.004186513420585689,0.19150789362976503,0.39285714285714285,1
16,eco:b0114,0.17802530720804538,0.17591559008601576,0.013391351864030804,0.014398495628755153,0.22770049742302179,0.6137566137566137,2
17,eco:b0115,0.04381136693798072,0.15093189106270913,0.0011565494974688847,0.0013815710343989447,0.19002304671510317,0.6833333333333333,2
18,eco:b0116,0.009776977279598139,0.15130479258479118,0.00012991999875292193,0.00017501853972148496,0.17933498311626697,0.6666666666666666,2
19,eco:b1854,0.2051941015064807,0.1883602146826428,0.10678224073140569,0.1047661060688505,0.25086055281920355,0.3657505285412262,2
20,eco:b2715,1.4456791315688773e-06,0.10114056944458173,0.0,0.0,0.11672619529865265,0.0,2
21,eco:b3403,0.013378606265005947,0.16709581118334033,0.014239104727946568,0.017372789068029235,0.19993131641662643,0.5277777777777778,2
22,eco:b4069,0.04777602490346453,0.14895862523245784,0.0016938384707194938,0.001533489601168521,0.19070054295843175,0.45454545454545453,2
23,eco:b4395,0.0008964289368469261,0.13411577289612753,0.0004926807612845483,0.000504985299820642,0.15500784730926184,0.6,2
24,eco:b3588,0.013358091714268041,0.14392623924487483,0.0010830542324417754,0.001916516052182588,0.17385342260206232,0.4444444444444444,2
25,eco:b3589,0.003767505347185495,0.12656288255994674,1.481671135386811e-07,1.481671135386811e-07,0.1482463099710111,0.9,2
26,eco:b2453,0.003767505347185495,0.12656288255994674,1.481671135386811e-07,1.481671135386811e-07,0.14824630997101107,0.9,2
27,eco:b0720,0.003633425660387159,0.14242003441556797,0.00016778401309165217,0.00017167100387085882,0.16782367070723966,0.6666666666666666,2
28,eco:b1276,0.0008182242135535661,0.14118873728805587,0.00029180539919435147,0.0004053768245455152,0.16331817740958088,0.0,2
29,eco:b1136,0.0018526678609241034,0.14354670916775678,0.0006497058895371839,0.0006742610849603219,0.1719777441757853,0.6,2
30,eco:b3236,0.02419888826807579,0.16473601828835033,0.006477699805234279,0.008027405652023673,0.20110721704845705,0.45454545454545453,2
31,eco:b4122,0.02125945077881139,0.15343718082980076,0.004142512032682672,0.003802099750956837,0.1869799859190498,0.4444444444444444,2
32,eco:b2210,0.023211782728654852,0.15844919740929944,0.001823875500699764,0.0015907722061261572,0.19181349118781071,0.5272727272727272,2
33,eco:b4154,0.002067257725474418,0.13902523223313107,0.0004341938761431319,0.0004045250459117357,0.16678165565543135,0.7222222222222222,2
34,eco:b0724,0.002067257725474418,0.13902523223313107,0.0004341938761431319,0.0004045250459117357,0.16678165565543138,0.7222222222222222,2
35,eco:b0729,0.005313307757731122,0.14062138874556657,0.002777413305424149,0.002871185446350753,0.17181877486556454,0.45454545454545453,2
36,eco:b0726,0.011117956497866805,0.1633627603833124,0.0191057869442754,0.020444762797566827,0.2016587450755022,0.3090909090909091,2
37,eco:b0727,0.006883725251714303,0.141801712992635,0.0022172191563889416,0.00306778772287987,0.17169210006533153,0.4642857142857143,2
38,eco:b4094,2.6642043087337544e-06,0.11398904569324195,0.006324957742739219,0.006324957742739219,0.13084788246168938,0.5,2
39,eco:b1207,0.00015286006891681794,0.13711864494529916,0.02106810985028954,0.022244724342156515,0.16755450600662775,0.5111111111111111,1
40,eco:b2935,0.0010933122800681158,0.15088540757300706,0.055900712038634066,0.060706923720090684,0.19199202139898514,0.2717391304347826,2
41,eco:b4381,0.021139742974112988,0.15901490372916388,0.01601166394174959,0.01228347627176961,0.19082651117471566,0.6111111111111112,2
42,eco:b3526,0.008461314530787111,0.14730153890245157,0.014124474599415392,0.014124474599415392,0.17412706686373705,0.5,2
43,eco:b4268,0.001389354842795517,0.13758071283054024,0.005310560647165778,0.005504518265384807,0.1598141098413132,0.0,2
44,eco:b3553,0.02551507163572966,0.15974076243545937,0.012857214484418494,0.014461832943932896,0.20028770950968983,0.28104575163398693,2
45,eco:b0124,4.141646495914145e-05,0.12037467282298622,0.00015676890074035692,0.0001892112089006453,0.14552865976968268,0.9166666666666666,2
46,eco:b2464,0.0007698529381453663,0.14246144762708748,0.0020829224382326963,0.002143254230721426,0.1666487393636467,0.6666666666666666,2
47,eco:b2029,8.205243902486442e-05,0.1267265696817263,0.005449791499616123,0.005811782800353385,0.1500129162942004,0.47619047619047616,2
48,eco:b1851,0.008486227239473685,0.14927633101448928,0.0034393695717021247,0.003389096636690356,0.1752177576987151,0.0,2
49,eco:b0767,0.00035040936929906435,0.13353091261639516,0.001627770287260013,0.0017372983219936917,0.15241095502248933,0.0,2
50,eco:b1852,2.7814102164956106e-05,0.12187187024615768,0.00031107558935437906,0.0003326963182269104,0.14316109322910217,0.3333333333333333,2
51,eco:b1850,0.20644191922606694,0.18321799491007998,0.06005000111124829,0.053980673623517744,0.2397222382260468,0.45803698435277385,2
52,eco:b3386,6.074462463105451e-05,0.12875819142958053,0.003460507579830859,0.004034828820751532,0.15482141634209104,0.5357142857142857,2
53,eco:b4090,0.00016805628653698528,0.13404238533229929,0.014526616129864754,0.013924885534756338,0.16627849390362967,0.3516483516483517,2
54,eco:b3752,0.000978278166081487,0.14477686713639298,0.007165434710638099,0.005361055806038255,0.1741728770564458,0.75,2
55,eco:b4383,0.000978278166081487,0.14477686713639298,0.007165434710638099,0.005361055806038255,0.17417287705644574,0.75,2
56,eco:b2842,0.00037620685143264246,0.12288059151982791,0.0015883514571346615,0.0015883514571346615,0.1394182501092192,0.5,2
57,eco:b3091,0.0003762089066343175,0.1229422630839533,0.003155366849919753,0.003155366849919753,0.1396902849296762,0.5,2
58,eco:b3092,1.2854792066042104e-06,0.09224720737894065,0.0015942781416762087,0.0015942781416762087,0.10166705844952684,0.16666666666666666,2
59,eco:b1521,1.5387707100660227e-05,0.1054055332163412,0.0015824247725931143,0.0015824247725931143,0.11657611974532577,0.0,2
60,eco:b2843,1.533522693092669e-05,0.1052018291581606,0.0,0.0,0.11498018213197794,0.0,2
61,eco:b4323,1.5415499310119632e-05,0.10542821570681168,0.0031612935344613002,0.0031612935344613002,0.1171201893862398,0.3333333333333333,2
62,eco:b4322,0.00037620999501239205,0.1229731220857314,0.004733050274879629,0.004733050274879629,0.13987164147664755,0.5,2
63,eco:b1617,5.239641410261384e-08,0.08191354596046713,0.0,0.0,0.08786076741255046,0.0,2
64,eco:b2042,1.3696792574675306e-05,0.11651008760750388,0.01306388892015712,0.012911386436395644,0.14405388212035483,0.4666666666666667,2
65,eco:b2028,7.195089000048988e-07,0.10093220403575481,0.006324957742739219,0.006324957742739219,0.1197181465223775,0.6,2
66,eco:b3580,2.005338042184921e-05,0.11428152983194631,0.0057948106438844744,0.00581558446078524,0.1296629845188065,0.2,2
67,eco:b3575,8.174418549487027e-07,0.09883496437150573,0.0,0.0,0.10788403395377107,0.0,2
68,eco:b4196,9.977416354457421e-07,0.10260207714964478,0.0003647493191636323,0.00038840197882777553,0.11512954204258713,0.6666666666666666,2
69,eco:b0062,6.554227740201126e-07,0.10105712012985847,0.0,0.0,0.11389523952972094,0.0,2
70,eco:b0063,1.6036857416403604e-05,0.11726302498553229,0.002682393993487474,0.0027747643823489883,0.1403548517347087,0.42857142857142855,2
71,eco:b4198,4.998462382469553e-05,0.1268906807535752,0.002740249537210599,0.002750220858089831,0.15064028433179696,0.5,2
72,eco:b4197,3.5537219404000667e-06,0.11099341150646894,0.002169102219004503,0.002270983897775093,0.1287479662975729,0.3333333333333333,2
73,eco:b1580,6.807606836043017e-07,0.0921951295426334,0.0,0.0,0.10039756262072742,1.0,2
74,eco:b3904,0.000485720250017397,0.12869054856568266,0.0077284714353472745,0.0077194791881169,0.14732092052549098,0.0,2
75,eco:b3902,0.011875891033528551,0.15391923292163173,0.011329267492535528,0.010950615027080583,0.1866540544451316,0.5151515151515151,2
76,eco:b3564,5.185515377429465e-05,0.12718715430673777,0.0006303009226483314,0.0006757501252537366,0.15132943921028807,0.5,2
77,eco:b3565,6.730160036862853e-05,0.1240316249087478,0.0025045291212529453,0.0026023371477537707,0.15157902036302473,0.2777777777777778,2
78,eco:b4297,0.007953187675480953,0.13973899554750538,0.0,0.0,0.1620522930098554,0.0,2
79,eco:b4298,0.19510531481867516,0.1727520868792503,0.0016593278459633893,0.0016363573477451347,0.22203310533016724,0.8738461538461538,2
80,eco:b2168,0.0011212047645909778,0.13847510412367264,4.741347633237795e-06,4.7413476332377945e-06,0.16282125261994693,0.6666666666666666,2
81,eco:b2705,0.0002543038214775972,0.13092595360490483,0.0019275964666887288,0.0018177646932810928,0.16178805929894066,0.696969696969697,2
82,eco:b2704,3.5241097141946685e-05,0.12159963226347825,0.0002929111282275168,0.00045680484864163337,0.14360498496787957,0.3333333333333333,2
83,eco:b4085,0.0002590465121133777,0.13173565969065712,0.0009913232629179785,0.0010318419719119304,0.1626356852553805,0.8363636363636363,2
84,eco:b4465,1.181954770199264e-05,0.11234233395770554,0.0,0.0,0.1300355977810695,1.0,2
85,eco:b4084,6.858286726513553e-06,0.11327743777793153,0.0,0.0,0.12971168037336545,0.0,2
86,eco:b1819,3.5241959578338464e-05,0.12178098891114934,0.0009515377283749741,0.0015350285549856283,0.14411278329939928,0.3333333333333333,2
87,eco:b1613,0.0002543046504086297,0.13103100251124736,0.0059949081199710446,0.005465479240366869,0.16211450108348904,0.696969696969697,2
88,eco:b2048,1.183952914129343e-05,0.11257465955642322,0.004750830328504271,0.004750830328504271,0.1313595005739603,0.3333333333333333,2
89,eco:b2049,4.849800878199098e-07,0.09763350306687003,0.003171961566636085,0.003171961566636085,0.10981965123215218,0.0,2
90,eco:b2053,1.9944863446942424e-08,0.08616336939668552,0.0015883514571346615,0.0015883514571346615,0.09485100639551612,0.0,2
91,eco:b3600,0.00025286290241253876,0.13075124590060153,0.0015883514571346615,0.0015883514571346615,0.16079059829059822,0.8181818181818182,2
92,eco:b2052,8.258605379330952e-10,0.07708069829917462,0.0,0.0,0.0830955861062035,0.0,2
93,eco:b0394,0.0003025434145540303,0.1319840836178755,0.002198208809825822,0.002399883890997344,0.16622093146848296,0.5604395604395604,2
94,eco:b2803,0.00048490013561735965,0.12695644425746408,0.0015883514571346615,0.0015883514571346615,0.14381995407566717,0.0,2
95,eco:b2802,1.976561791326479e-05,0.10817507582017086,0.0,0.0,0.11822552221083285,0.0,2
96,eco:b2245,0.00902308059388547,0.14923086152590737,0.0015883514571346615,0.0015883514571346615,0.1768176207784476,0.6666666666666666,2
97,eco:b2800,0.011875858911491653,0.15353334954232337,0.005374160036249791,0.005027236404151186,0.1859648995666405,0.5151515151515151,2
98,eco:b2247,0.00036780845726438257,0.12393749516558408,0.0,0.0,0.13847087805194505,0.0,2
99,eco:b3903,1.9799049519865657e-05,0.10943152074816928,0.0,0.0,0.12022353326760345,0.0,2
100,eco:b2169,0.0010161102913402787,0.14001855341227604,0.007717117249828931,0.00765790431053897,0.16852362061828866,0.4666666666666667,2
101,eco:b3599,1.0322025769047407e-05,0.1109180254447711,0.0,0.0,0.1266373215318683,0.0,2
102,eco:b0757,1.3442531881008035e-06,0.10388569092229727,0.0011005232993986324,0.0011986572611688182,0.1190577562537175,0.0,2
103,eco:b2091,8.69227630072535e-05,0.12055239133601228,0.0015883514571346615,0.0015883514571346615,0.13928045567055394,0.3333333333333333,2
104,eco:b0344,2.69553552348076e-05,0.11653780171016982,0.0,0.0,0.13509465235526202,1.0,2
105,eco:b3077,3.0328058903529178e-05,0.12034510400136425,0.00019107032644498267,0.00023120555093734013,0.14320729596844953,0.6,2
106,eco:b0759,7.231115714639207e-07,0.10091141470433654,0.0020874403154996332,0.0019902941344863687,0.11999018134283453,0.4666666666666667,2
107,eco:b4119,0.0005978564108906713,0.13816269554132934,0.024182066947798512,0.026316993468037526,0.17166713409912532,0.2571428571428571,2
108,eco:b0758,8.647554601750999e-08,0.0937655346200103,0.0001551829865677993,0.0002647829535545237,0.10702830341904163,0.3333333333333333,2
109,eco:b0403,9.970445894370448e-05,0.1246945580019226,0.002215340379228145,0.002193567484752472,0.15679345288975322,0.45054945054945056,2
110,eco:b4565,3.5446612798501326e-06,0.10349068829521628,0.0,0.0,0.1145233715234678,0.0,2
111,eco:b2036,3.3615967351071116e-08,0.08873843839694871,0.0,0.0,0.10068709087686707,1.0,2
112,eco:b3137,0.021143074347970324,0.15850045887724162,0.009084603518890273,0.007838002130532526,0.1904534348495174,0.7857142857142857,2
113,eco:b4477,0.02109683982249678,0.1552852356226795,0.003171961566636085,0.003171961566636085,0.18541258644631864,0.75,2
114,eco:b3140,3.5446612798501326e-06,0.10349068829521628,0.0,0.0,0.1145233715234678,0.0,2
115,eco:b3141,8.69227630072535e-05,0.12055239133601228,0.0015883514571346615,0.0015883514571346615,0.13928045567055394,0.3333333333333333,2
116,eco:b3693,0.0008614046934669215,0.12815195354160447,0.0015883514571346615,0.0015883514571346615,0.14420720133451392,0.0,2
117,eco:b4478,3.511307354581632e-05,0.10904182470277184,0.0,0.0,0.11867509379750993,0.0,2
118,eco:b2787,0.00837808815068319,0.13997854811130112,0.0,0.0,0.16341246711214052,1.0,2
119,eco:b3126,0.19715084966381546,0.17305719476847542,0.005848748610910949,0.0058241891515328935,0.2243907404407947,0.664367816091954,2
120,eco:b4195,3.504381877774134e-08,0.08711325006926633,0.0,0.0,0.09368043438564505,0.0,2
121,eco:b4192,8.595793801089288e-07,0.09889481598497252,0.0015883514571346615,0.0015883514571346615,0.10915352978257051,0.3333333333333333,2
122,eco:b3128,0.00837808815068319,0.13997854811130112,0.0,0.0,0.16341246711214052,1.0,2
123,eco:b1095,0.00012666420900427652,0.10704062014191694,0.00288564625866467,0.0028556361767012725,0.12438915666608853,0.47619047619047616,2
124,eco:b2323,0.00012666420900427652,0.10704062014191694,0.00288564625866467,0.0028556361767012725,0.12438915666608853,0.47619047619047616,1
125,eco:b1093,0.0014371272837000457,0.12488527106539737,0.01888769452084208,0.018823074120818906,0.14762844156206528,0.2,1
126,eco:b1288,1.6450007683140203e-05,0.0937655346200103,0.00012821394224880536,0.0001289737736002858,0.10802597579865106,0.38095238095238093,1
127,eco:b1091,0.03487625295064526,0.14904926023412043,0.02036666337030106,0.020298419660204632,0.1861951281701008,0.8333333333333334,2
128,eco:b0180,6.202170283138082e-05,0.10713424849979311,0.011206175131157533,0.011233893778859538,0.12329842657644655,0.4,1
129,eco:b0954,6.178752562567593e-05,0.10697050619859255,0.0002587985583142292,0.00029100021098996966,0.12181130289128156,0.6666666666666666,1
130,eco:b1092,0.0014348817986706984,0.12437799400597965,0.005950334835098747,0.006018578545195285,0.14587964628769876,0.5,1
131,eco:b3256,0.034876161385176935,0.14832725352393397,0.007472963594013744,0.007536824162685606,0.1853293665589638,0.8333333333333334,1
132,eco:b1805,0.00015090144062515214,0.10680726365588705,0.0,0.0,0.11988287827515286,0.0,2
133,eco:b3846,0.0058619395808807255,0.12539670294076116,3.377491802676893e-05,4.18769651898159e-05,0.1503220180858921,0.5357142857142857,2
134,eco:b2844,0.03704259418940105,0.1486873803913669,0.0036993518891833108,0.003648871331212039,0.1878895164803759,0.5882352941176471,2
135,eco:b3845,0.038394972091544084,0.15046834102873277,0.005870333747378655,0.005767210176583259,0.19283666400097285,0.4458874458874459,2
136,eco:b0221,0.0037013956546293647,0.12507656839151235,0.0015935058767207948,0.001593645961991777,0.14874421612724142,0.47619047619047616,2
137,eco:b2261,3.8038925110177126e-09,0.08128835546533165,0.0015353530150090775,0.0015267139379025701,0.08912062471158075,0.0,2
138,eco:b2260,1.6403987033854067e-10,0.07378387325143883,7.862734825119344e-05,7.941757285673307e-05,0.08089285196514971,0.0,2
139,eco:b4039,5.288000000817028e-05,0.12108870943884179,0.028517812322254036,0.02829172272553283,0.14330203709964331,0.38095238095238093,2
140,eco:b2265,5.2879826101875376e-05,0.12046346653296136,0.013426114728165269,0.013356078679253315,0.14217032514094566,0.38095238095238093,2
141,eco:b3930,9.699191017134983e-08,0.0926834881554207,0.009558868564821328,0.00957199064690157,0.10653020507481913,0.16666666666666666,2
142,eco:b3833,4.003408324784133e-09,0.0823818594904244,0.004784278104596439,0.004787970884964634,0.09329498076297701,0.0,2
143,eco:b2907,1.7238401840709664e-10,0.0740963276451231,2.5613914858404816e-05,2.7460305042502225e-05,0.08202368584497546,0.0,2
144,eco:b2264,2.256569092519488e-06,0.10364394296373045,0.004614463190494256,0.004605033888782209,0.1175877290403953,0.3333333333333333,2
145,eco:b2263,9.251077278925968e-08,0.0909120279067645,0.003049818471525783,0.003040389169813736,0.10070589699262203,0.0,2
146,eco:b3843,9.283506632001474e-08,0.09203924824150927,0.0031112510416528,0.0031075582612846058,0.10324668228639969,0.0,2
147,eco:b4040,2.264413920080152e-06,0.10515666846738654,0.02161753893345293,0.02149026081500385,0.1222567180129751,0.2,1
148,eco:b2232,1.718458411872638e-10,0.07376165588520835,1.5409379808022836e-05,1.5409379808022836e-05,0.08163123219210441,0.0,2
149,eco:b4211,1.6522595901588637e-10,0.07404033827860872,0.0,0.0,0.08093554656314737,0.0,2
150,eco:b2262,1.7145701967888356e-10,0.07414118014369762,0.00013636713801001496,0.0001457964397220622,0.08178533152609878,0.0,2
151,eco:b0662,1.7238401840709664e-10,0.0740963276451231,2.5613914858404816e-05,2.7460305042502225e-05,0.08202368584497542,0.0,2
152,eco:b3738,6.641803599604241e-27,0.0,0.0,0.0,0.0,0.0,2
153,eco:b4226,6.641803599604241e-27,0.0,0.0,0.0,0.0,0.0,1
154,eco:b2501,6.641803599604241e-27,0.0,0.0,0.0,0.0,0.0,2
155,eco:b3957,1.3967071303029055e-06,0.10124507509600204,0.002902799191786375,0.003402214904322095,0.11849396522954771,0.3333333333333333,2
156,eco:b3172,1.26385434527833e-06,0.10010725753771023,0.0024391828039765995,0.0024645397505583073,0.11489576497737579,0.3333333333333333,2
157,eco:b4254,2.928259038624547e-05,0.11533072466797409,0.008524217444638684,0.008990742820711916,0.13686599641441902,0.3333333333333333,2
158,eco:b2290,0.19587872104415857,0.17367065522493932,0.018092211476146747,0.018093364523131587,0.22413554587112788,0.7592592592592593,2
159,eco:b3870,0.0032014777152001043,0.14350466268000991,0.002299360622491269,0.00207752320942613,0.17863730997572108,0.7692307692307693,2
160,eco:b2874,0.0002080850603414669,0.12242001958759467,0.010699011587209003,0.010867269604364255,0.14670807369392794,0.14285714285714285,2
161,eco:b3960,5.667813350860468e-08,0.08901252150972999,0.0010746407858968688,0.001157255500954811,0.10175526927431192,0.5,2
162,eco:b0928,0.02518707706316109,0.16824344724915996,0.09199792569622027,0.08695825207322046,0.2197188345447319,0.24431818181818182,2
163,eco:b3359,2.7812797065804387e-07,0.0950756682300706,0.009287742983474175,0.00924602090012709,0.10931372158249235,0.0,2
164,eco:b1524,0.003450626158352385,0.1436729965951771,0.0023665460197628708,0.0021485401559364725,0.17999748407800614,0.7619047619047619,2
165,eco:b1761,0.004122334212795441,0.15177351870804023,0.002945312274619528,0.003482674619329249,0.18874761135370474,0.6916666666666667,2
166,eco:b2818,0.0031685412984971627,0.1428769082500886,0.010815612646759874,0.01027377361955031,0.17723529040177555,0.8333333333333334,2
167,eco:b3959,0.00012977929084678256,0.12022697383792733,0.009288108484251763,0.008747652350101894,0.1388938832899663,0.0,2
168,eco:b3958,5.329993201439348e-06,0.10466244785079126,0.007849047388487938,0.007323088112875414,0.11825127779970031,0.0,2
169,eco:b2508,0.0006386448707746392,0.12070089144852277,4.4997430768072566e-06,4.72190559929198e-06,0.14803908460056472,0.7777777777777778,2
170,eco:b0477,0.0018745673083447934,0.13515170162470452,0.0010272050939279123,0.0009362751588493321,0.17207499005649157,0.5619047619047619,2
171,eco:b4384,0.0013803546360142858,0.13367664894667228,0.005406467608093986,0.005904922242637134,0.17392396323299456,0.25,2
172,eco:b0125,0.0019439979077316872,0.1352636439507327,0.0018751555714979263,0.0016482865017359316,0.17370719897923367,0.477124183006536,2
173,eco:b4374,0.0041475432542524586,0.14405319564526722,0.017188543803576536,0.017281301112448823,0.19511543649193236,0.1835075493612079,2
174,eco:b2518,0.01636799938459259,0.15834677388156235,0.004927189525647446,0.004857147139893669,0.20287467036650894,0.30735930735930733,2
175,eco:b3806,0.011797691734613943,0.1535814791189824,0.0004106335392589056,0.0004401035211793799,0.18674645992382652,0.75,2
176,eco:b4177,0.0005276033515875895,0.12079016725580717,1.374368237667684e-05,1.5680313958493564e-05,0.14719448125324097,0.8095238095238095,2
177,eco:b1131,0.0019016206952090177,0.13922276737412728,0.004618432557850649,0.004684185272813575,0.17263503634559124,0.5,2
178,eco:b0474,0.01957243355691191,0.1640739847252357,0.02044672127601194,0.021390824180364993,0.2058198300309286,0.31868131868131866,1
179,eco:b4213,0.0004539849296818545,0.12102888300137199,7.93423133704912e-06,7.861323709752308e-06,0.14921790215587843,0.6666666666666666,2
180,eco:b1623,0.000355812377873008,0.12090940730245653,0.0,0.0,0.14704162359222228,1.0,2
181,eco:b2795,0.002132522941573859,0.13957974882893273,0.0025262484858101933,0.0024689836875457167,0.17568182633470988,0.4358974358974359,2
182,eco:b2162,0.0008357824623184232,0.1212385346175585,0.00017225542670546093,0.00019335293847653605,0.1530263896422766,0.44166666666666665,2
183,eco:b0469,0.002820185065836021,0.13981875524816037,0.0025325294827232754,0.0024662359004968167,0.17813013971882294,0.47794117647058826,2
184,eco:b2407,0.0004109868309690072,0.12093925410751762,4.019183477267617e-05,6.881820516373164e-05,0.14758569323313633,0.8666666666666667,2
185,eco:b0238,0.001882908321051842,0.13515170162470452,0.0013138576782775547,0.0011178097042233884,0.17207499005649154,0.5619047619047619,2
186,eco:b2868,0.00029620791136455846,0.11497885904472045,2.133606434957008e-06,2.1336064349570075e-06,0.14005519779458867,0.8095238095238095,2
187,eco:b2883,0.0003917536173104035,0.11836794355872285,1.32961039759835e-05,2.469522448079697e-05,0.1438129788238605,0.8571428571428571,2
188,eco:b2499,4.1325089397044065e-07,0.09798498367791078,0.0010542732345194862,0.0011570985211767876,0.10925028151633184,0.3333333333333333,2
189,eco:b0522,2.0506443579858995e-07,0.09364008379005236,0.00038708587877855276,0.00045488963393206454,0.1051136602095128,0.3333333333333333,2
190,eco:b2476,7.779627626347261e-05,0.11748799002147574,0.0024715301386152655,0.0024981778787864493,0.13580479187116865,0.0,2
191,eco:b0523,3.190652984942015e-06,0.10217412270897891,0.001004343662598788,0.001048920419722708,0.11485437697352853,0.0,2
192,eco:b3397,0.00014463586609608163,0.13201964925614493,0.0,0.0,0.15876515124338836,1.0,2
193,eco:b3034,0.00014463586609608163,0.13201964925614493,0.0,0.0,0.15876515124338839,1.0,2
